feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,cat_feature_1,cat_feature_2,cat_feature_3,region,season,target
7.72,2.5,2.3,3.0,0.84,0.7,3.5,0.82,B,X,High,South,Spring,2
6.76,3.5,3.2,1.86,1.2,1.35,1.06,1.33,D,X,High,East,Winter,1
6.71,4.07,3.35,1.27,2.63,1.11,1.34,0.23,B,X,Medium,West,Winter,1
4.86,4.09,6.86,0.75,2.02,2.31,3.97,1.08,A,X,Medium,North,Spring,2
6.64,3.95,6.73,0.85,1.09,2.24,1.84,0.91,B,X,Low,West,Winter,2
5.58,2.83,5.8,1.49,2.08,0.98,3.93,0.42,A,X,Low,West,Fall,2
6.6,2.47,2.45,1.17,0.16,0.66,1.55,1.26,A,Z,Medium,North,Spring,0
4.43,3.91,1.41,2.75,2.23,1.75,2.08,0.68,C,Y,Low,North,Summer,1
6.63,3.8,2.9,1.17,1.51,1.17,3.26,0.58,A,Y,Medium,North,Summer,1
8.0,2.54,2.6,1.18,2.46,1.84,2.97,1.28,B,Z,High,North,Winter,2
4.19,4.12,4.04,1.21,2.87,0.56,2.74,1.03,C,X,Low,North,Winter,1
7.91,3.37,5.67,2.53,2.78,0.77,2.59,1.37,B,Z,High,East,Spring,2
5.63,4.0,6.15,1.99,2.74,1.87,3.53,1.02,A,X,Medium,South,Fall,2
7.48,4.51,6.07,1.88,1.59,0.92,1.7,1.16,D,Y,Low,West,Winter,2
7.13,2.51,3.16,1.07,1.14,2.22,2.33,1.29,B,Y,Medium,South,Winter,1
6.27,2.06,5.12,2.47,1.45,0.62,1.47,0.27,C,X,High,South,Spring,2
6.95,4.34,2.88,0.21,2.1,0.93,2.79,1.21,B,Z,High,East,Fall,1
7.51,3.83,1.37,2.63,2.66,2.5,1.75,1.0,B,X,Medium,West,Winter,2
5.62,4.1,5.21,1.59,0.7,1.37,2.0,0.29,B,X,Low,East,Summer,2
5.31,4.51,1.06,1.25,2.76,1.91,2.41,0.86,B,X,Medium,South,Summer,1
6.67,4.41,3.46,1.54,2.46,0.87,1.08,0.31,A,X,Medium,West,Winter,2
7.23,4.88,2.98,2.04,2.94,1.72,1.28,1.16,B,X,Medium,South,Spring,2
7.05,3.61,5.16,0.14,2.65,1.95,3.06,0.91,D,X,High,North,Winter,2
7.19,3.47,5.6,2.63,0.91,1.13,2.29,1.44,C,X,High,South,Summer,2
5.74,3.21,2.82,1.4,0.41,2.16,3.59,0.44,A,Z,High,West,Spring,1
7.27,2.46,5.87,1.09,0.43,1.71,3.08,0.99,B,X,Medium,North,Spring,2
4.48,3.72,2.76,0.5,0.94,1.28,1.02,0.48,D,X,High,East,Spring,0
6.18,2.83,3.68,1.37,1.88,1.62,2.85,1.0,C,Y,High,East,Spring,2
4.02,4.76,5.36,1.54,2.43,1.65,1.28,1.14,A,Z,Low,West,Fall,1
5.3,3.75,5.16,1.27,2.71,0.83,3.34,1.14,D,X,Low,South,Spring,1
5.47,3.78,6.92,2.07,1.91,1.31,3.97,1.26,B,X,Low,South,Winter,2
5.58,3.06,2.35,1.32,0.12,1.19,2.59,1.31,B,Z,Medium,South,Fall,0
6.78,2.16,4.97,2.89,0.64,1.3,3.05,0.3,B,X,High,South,Summer,2
5.55,2.1,4.66,1.84,0.39,2.02,1.71,0.65,D,Y,Low,East,Summer,0
5.79,3.27,6.49,2.44,1.15,1.47,2.31,1.09,D,X,High,East,Fall,2
4.95,2.25,1.94,0.42,1.55,2.38,3.57,0.85,D,Z,Medium,West,Summer,0
5.49,3.82,5.51,1.25,0.23,1.09,1.5,0.45,A,Z,Low,West,Spring,1
4.91,4.64,4.41,1.08,1.11,1.33,1.8,0.92,D,Z,Low,West,Winter,0
4.29,4.65,2.65,1.75,0.62,2.07,2.34,0.73,A,X,Low,South,Summer,1
6.41,3.98,3.85,2.6,1.98,1.59,3.14,0.71,A,Y,Low,West,Spring,2
6.67,2.63,3.0,0.33,1.45,1.59,2.13,1.25,B,X,Medium,North,Fall,1
6.48,4.59,4.48,0.31,1.54,0.61,3.78,0.73,B,Z,High,East,Fall,2
5.85,4.66,6.33,2.57,1.34,1.3,1.28,0.23,C,Z,Low,East,Summer,2
5.52,2.59,4.42,0.72,2.87,1.04,2.11,0.28,B,Y,High,West,Winter,1
7.45,4.21,4.79,2.04,0.72,2.5,3.13,1.31,D,Y,Low,South,Fall,2
6.08,2.86,4.11,1.67,1.6,1.12,1.68,1.45,A,X,Medium,West,Fall,2
5.92,4.41,1.31,2.52,2.23,2.27,2.97,1.09,A,Y,High,West,Summer,2
4.1,4.99,2.4,0.46,1.71,1.85,1.49,0.67,D,Y,Low,East,Winter,0
5.36,2.09,3.95,0.48,2.79,1.18,1.17,1.42,A,X,High,West,Summer,2
5.52,4.69,2.86,1.71,1.2,1.59,1.36,1.06,C,X,Low,North,Fall,0
5.6,3.87,2.09,2.84,1.44,2.18,3.79,1.3,C,X,High,North,Summer,2
6.32,4.92,4.02,1.3,0.36,2.27,2.66,1.2,B,Z,Low,West,Fall,1
6.13,3.4,2.94,1.05,1.87,0.82,3.39,0.69,C,Z,Medium,East,Spring,1
6.43,4.54,2.55,1.86,0.94,1.18,2.0,0.82,A,Z,Medium,East,Spring,1
7.06,2.19,3.78,2.8,0.56,1.17,2.78,0.44,D,Y,Medium,South,Winter,1
7.25,3.01,1.8,2.53,1.68,0.58,2.48,0.58,A,Y,High,North,Summer,2
6.87,2.2,6.57,2.99,1.64,1.7,3.84,1.21,B,X,Low,South,Summer,2
7.82,4.93,6.21,0.17,0.32,2.21,3.24,1.36,A,Z,High,South,Fall,2
4.07,4.45,5.25,0.43,2.12,1.26,3.19,1.14,B,Y,Medium,North,Fall,1
4.78,4.56,1.64,1.87,1.91,1.98,1.14,0.8,C,Y,Medium,North,Spring,0
4.03,4.81,5.66,2.48,0.65,1.76,2.65,0.31,D,Y,Medium,East,Spring,2
6.59,2.26,5.85,0.93,1.46,1.25,2.4,0.27,C,Z,High,East,Winter,2
7.59,3.16,5.61,0.79,2.19,0.78,3.78,0.69,B,X,High,North,Fall,2
4.97,2.21,1.68,2.38,1.64,1.92,1.77,0.8,D,X,High,East,Summer,0
7.71,2.63,4.86,0.26,1.25,2.21,1.81,0.99,B,Y,Low,West,Winter,1
4.24,2.69,6.01,1.17,1.03,1.87,2.23,0.21,B,Z,High,South,Fall,1
7.74,3.41,4.46,1.57,1.87,0.54,1.73,1.49,B,Y,Low,West,Spring,2
5.41,2.81,4.88,1.73,2.82,0.93,1.39,0.67,B,Y,High,West,Spring,2
4.41,2.3,3.75,2.21,2.05,0.64,3.57,1.3,C,X,High,North,Summer,2
5.94,2.5,4.17,1.13,0.32,1.64,2.67,0.9,A,Y,Medium,North,Winter,1
5.03,2.44,1.21,1.88,1.44,2.01,3.58,0.37,B,Y,High,South,Spring,0
5.14,4.92,4.83,1.8,2.68,0.72,3.49,1.24,C,Y,Medium,East,Spring,2
5.23,4.28,1.49,1.69,0.37,2.18,1.85,1.12,D,X,Low,South,Winter,0
7.21,4.9,3.61,1.96,2.97,1.61,2.64,0.89,D,Z,High,South,Spring,2
6.16,3.32,2.76,0.85,2.85,1.88,1.25,0.87,B,Y,Low,East,Fall,1
5.25,2.84,4.27,0.35,0.33,2.44,3.75,0.31,C,Z,Medium,North,Spring,0
6.44,4.39,1.8,0.45,2.81,0.67,2.21,1.05,B,X,High,West,Fall,1
6.86,2.98,5.15,0.75,1.15,2.3,2.18,1.38,B,X,High,North,Summer,2
5.09,2.9,5.77,1.55,2.55,0.75,1.91,0.32,D,Z,Low,West,Spring,1
5.65,2.7,1.98,2.54,1.31,1.29,2.38,0.54,D,X,High,North,Fall,1
4.49,2.39,1.63,2.13,1.38,2.2,1.76,1.37,D,Y,Low,North,Fall,0
4.72,2.77,1.87,2.39,1.94,2.31,2.12,0.57,A,Y,Medium,North,Fall,1
6.72,3.07,6.26,1.12,2.35,1.51,3.4,1.05,D,Z,High,West,Fall,2
4.73,4.02,4.17,1.27,0.2,1.69,3.5,0.9,D,X,Medium,North,Fall,0
6.1,2.19,3.8,1.24,1.82,1.92,1.91,0.98,B,X,Low,East,Fall,1
6.84,2.63,1.64,0.66,0.64,2.17,2.41,0.74,B,Z,Low,West,Fall,0
4.43,4.43,4.9,0.28,1.1,0.74,3.62,0.59,C,Y,Medium,East,Fall,1
6.27,2.44,6.21,1.81,1.11,2.12,1.16,0.26,B,X,Low,South,Fall,2
5.03,3.03,5.97,2.97,1.46,1.46,3.67,1.17,D,X,High,West,Fall,2
7.85,4.59,4.76,0.58,1.07,1.4,1.66,1.17,B,Z,Low,West,Spring,1
5.93,2.46,1.45,0.24,0.41,1.35,3.04,1.07,C,X,Low,South,Spring,0
7.22,2.25,1.67,2.36,0.52,1.52,2.75,1.04,C,Y,Low,East,Summer,1
6.2,3.45,1.3,0.83,0.2,2.39,2.66,0.52,B,Y,Low,West,Winter,0
4.17,2.91,2.54,2.51,1.46,1.6,3.58,0.23,D,Z,Medium,West,Winter,0
6.53,3.69,1.81,2.14,2.87,2.41,1.3,1.25,B,Z,Medium,South,Fall,1
7.81,4.41,2.56,2.84,0.44,0.86,2.04,0.84,B,Y,Medium,West,Summer,2
6.41,2.41,3.31,1.29,2.84,1.95,2.61,0.6,A,X,Medium,South,Spring,2
7.28,3.74,6.66,2.02,2.23,2.12,3.43,0.33,B,Z,Medium,South,Winter,2
7.54,3.52,4.66,1.45,1.95,1.86,1.65,0.28,C,Y,High,North,Winter,2
4.91,2.43,6.01,1.93,1.97,1.71,3.41,0.65,D,Z,Medium,North,Spring,1
4.85,3.87,5.26,1.4,2.5,1.63,2.2,1.25,A,Y,High,East,Winter,2
6.44,2.82,1.68,0.65,0.41,2.22,1.57,1.39,B,Y,High,East,Summer,0
5.64,3.46,5.42,1.57,1.56,2.14,3.28,1.37,A,X,Medium,North,Summer,2
7.36,2.25,2.65,1.63,2.12,0.74,1.27,1.4,C,Y,Low,South,Fall,1
7.6,3.38,4.83,2.45,1.8,2.2,2.54,1.38,D,X,Medium,South,Fall,2
5.41,2.92,3.05,2.23,2.52,1.33,1.19,0.89,C,X,Low,West,Winter,1
4.95,4.47,6.99,2.02,0.31,1.01,2.07,0.49,C,X,High,West,Spring,2
7.12,2.17,2.58,0.43,2.1,2.24,2.8,1.24,B,X,Medium,South,Summer,1
5.1,3.26,2.67,2.19,1.65,1.36,2.67,0.48,A,X,High,West,Summer,1
7.29,3.38,6.58,1.55,1.2,2.12,2.21,0.55,C,X,High,South,Summer,2
5.69,4.18,1.15,2.69,1.09,1.03,2.29,0.5,C,Z,Medium,East,Fall,0
6.67,3.72,5.18,2.77,1.9,0.51,1.68,0.87,C,X,Medium,West,Summer,2
4.38,4.0,5.35,0.26,2.68,1.49,2.37,0.62,D,Y,High,South,Summer,1
6.5,4.33,6.02,2.48,1.54,0.7,3.86,0.4,C,X,Medium,East,Summer,2
5.81,4.59,6.85,0.21,2.49,2.01,3.55,0.79,C,Y,Low,South,Fall,2
6.35,2.94,6.85,1.16,1.27,1.05,1.44,1.34,D,Y,High,South,Fall,2
4.67,3.61,1.39,1.67,0.4,1.39,1.09,0.94,D,Z,High,East,Fall,0
6.95,4.52,5.93,0.53,0.28,0.67,3.8,1.34,B,Z,Medium,West,Spring,2
7.45,4.97,4.88,2.26,0.25,1.07,2.58,0.45,A,Y,High,South,Summer,2
4.87,4.67,4.88,0.12,1.2,2.06,2.61,0.42,B,Z,Low,West,Spring,0
4.38,3.11,1.77,0.59,1.08,0.8,3.34,0.95,C,X,Medium,West,Spring,0
4.09,2.59,4.9,1.78,2.18,1.79,1.94,0.8,A,Y,Medium,South,Summer,2
6.57,3.47,6.89,2.17,2.25,2.33,2.45,1.06,A,X,Medium,South,Spring,2
6.43,4.22,6.47,2.76,0.25,1.86,3.91,1.23,A,X,Medium,East,Fall,2
6.19,3.48,3.63,2.15,0.74,2.12,3.02,1.18,C,X,High,East,Winter,2
4.93,3.45,1.24,2.05,0.9,0.72,1.46,1.42,B,Y,Low,North,Spring,0
5.56,4.51,3.17,1.24,1.69,1.0,1.4,0.72,B,Y,Medium,West,Winter,0
6.38,3.08,5.96,0.1,0.52,2.29,1.61,0.47,A,Z,High,West,Spring,2
5.99,4.58,5.21,0.45,0.49,1.93,3.3,0.92,C,Y,Medium,South,Fall,1
7.95,3.22,3.76,1.65,2.84,1.78,1.89,0.34,B,X,High,East,Fall,2
4.55,2.98,1.33,2.06,2.43,1.83,1.06,0.58,A,Y,High,North,Winter,1
6.78,3.36,3.56,1.31,0.62,1.33,3.83,0.47,C,Z,Medium,South,Spring,1
5.62,4.29,3.81,2.22,1.28,0.59,1.51,0.72,B,Z,Medium,West,Summer,1
5.71,2.38,6.57,1.61,1.13,2.07,1.03,0.34,B,Y,Medium,West,Spring,2
6.87,2.59,4.85,0.32,2.39,1.86,1.71,0.24,C,Z,High,South,Summer,2
6.77,4.85,2.87,0.66,1.58,1.45,1.71,1.05,A,Z,Medium,East,Winter,1
7.97,2.53,4.15,2.54,0.47,2.3,2.27,0.99,C,X,High,East,Winter,2
4.51,3.7,1.4,2.2,2.24,1.17,3.76,1.12,A,X,Medium,South,Fall,1
4.42,3.74,6.84,2.69,1.25,1.09,3.64,1.06,A,X,Medium,North,Fall,2
6.9,3.47,3.16,0.44,0.86,2.25,2.37,0.35,C,X,Medium,East,Winter,1
6.31,3.93,3.87,2.97,1.19,2.09,2.23,0.58,C,Y,Low,East,Summer,2
5.1,2.69,3.13,0.71,1.54,1.53,2.67,0.37,A,Z,Low,North,Spring,0
4.32,3.66,5.1,0.13,1.1,0.76,1.73,1.3,A,Y,Low,North,Winter,0
4.34,3.12,4.97,2.99,0.8,0.93,1.16,1.17,C,Y,Low,North,Summer,1
7.58,3.99,5.29,0.92,1.26,1.81,3.82,0.46,C,Y,Low,South,Spring,2
4.77,2.42,2.61,2.04,0.16,1.27,1.56,0.64,B,X,Low,East,Spring,0
5.29,3.71,2.89,0.61,2.34,2.17,1.6,1.46,C,X,Low,South,Fall,1
4.91,2.56,1.75,1.78,0.6,2.4,2.42,0.97,A,Y,Low,South,Fall,0
5.42,2.84,4.93,2.72,0.23,2.11,2.47,1.24,B,Y,High,West,Summer,2
4.28,2.66,1.24,1.03,2.0,1.26,1.06,0.54,A,Z,High,North,Fall,0
6.08,2.55,4.59,2.04,2.34,2.08,1.44,0.47,B,X,Low,South,Winter,2
4.27,4.48,6.22,0.64,2.46,1.2,2.13,1.22,A,Z,Medium,West,Winter,2
7.2,2.86,6.34,1.91,1.53,0.83,3.05,1.09,B,X,Low,East,Fall,2
4.93,4.78,3.69,1.08,0.7,0.57,1.69,1.09,B,Y,Medium,East,Winter,0
6.16,4.91,3.76,0.71,2.24,1.27,2.27,0.92,B,Y,Medium,South,Winter,1
7.52,3.71,1.46,1.01,2.13,2.31,2.67,0.93,A,X,Low,North,Summer,2
6.6,2.43,5.02,0.62,0.81,0.98,3.67,1.16,B,X,Low,East,Summer,1
6.13,3.12,5.93,2.72,2.72,0.91,1.98,0.55,C,X,High,East,Summer,2
5.3,4.39,2.47,1.25,0.4,2.44,1.4,0.66,B,X,Low,North,Spring,0
5.33,3.1,3.53,0.81,2.95,0.55,2.47,1.33,C,Y,Low,South,Summer,0
6.68,2.26,6.03,1.4,2.59,2.07,3.24,0.6,B,X,Medium,West,Summer,2
7.98,3.67,6.26,1.03,2.09,1.14,1.33,0.91,B,Y,Medium,North,Spring,2
6.65,4.54,2.46,2.26,2.82,0.57,2.27,1.11,B,X,High,South,Spring,2
6.23,4.39,4.3,2.92,2.19,2.34,1.05,1.5,D,Z,High,South,Summer,2
6.92,2.53,2.15,1.37,0.65,0.78,1.1,0.77,A,Z,Medium,West,Fall,0
5.86,4.02,1.61,2.6,1.38,1.6,2.45,0.76,A,Z,High,West,Winter,1
4.24,2.66,6.47,1.74,0.31,1.05,1.89,1.3,C,Y,High,West,Fall,1
6.25,2.65,5.92,0.56,1.23,0.63,3.54,1.25,D,X,Low,South,Summer,1
7.83,4.62,5.56,2.1,2.25,0.6,2.81,1.15,D,Z,Medium,North,Summer,2
4.7,2.75,1.29,1.59,1.22,0.73,2.36,0.8,B,X,Medium,South,Spring,0
6.76,2.79,6.06,1.99,1.06,0.64,2.22,0.62,B,X,High,East,Spring,2
4.8,2.0,3.63,2.68,1.83,2.02,2.49,0.99,C,X,Low,East,Winter,1
6.14,4.61,3.05,1.38,2.63,1.47,1.12,1.34,B,Y,Low,West,Summer,1
4.39,4.38,4.28,2.71,0.24,1.19,3.68,1.35,C,Y,Medium,South,Winter,2
5.8,3.88,1.55,2.28,1.22,1.34,3.99,0.34,D,Y,Low,East,Fall,0
7.02,4.25,5.54,1.52,0.56,2.36,1.54,0.76,C,Y,Low,East,Spring,2
5.39,2.46,4.49,1.85,2.12,2.32,1.36,0.8,B,X,Low,North,Fall,1
6.66,3.37,2.12,1.04,0.41,1.93,1.43,1.47,B,Z,Low,South,Summer,0
7.18,3.05,2.13,2.95,2.03,2.27,2.98,1.08,C,Y,High,East,Summer,2
7.71,2.28,2.11,2.04,0.93,1.14,2.98,0.73,B,Y,High,West,Fall,1
4.94,3.46,1.34,0.23,0.68,1.26,3.54,0.23,B,Y,High,South,Winter,0
5.6,4.76,4.53,1.05,2.82,1.73,3.26,0.94,A,X,High,West,Winter,2
4.61,2.12,6.04,1.91,0.15,1.75,2.35,0.32,A,X,High,East,Winter,2
7.97,2.87,1.1,0.26,1.37,1.46,2.84,1.28,B,Y,Low,North,Spring,0
7.71,2.62,1.29,0.17,0.16,1.3,3.06,1.18,C,X,High,North,Spring,0
6.16,2.71,4.44,1.41,1.5,2.47,2.54,0.8,A,X,Low,North,Spring,2
7.37,4.73,5.92,1.06,1.55,2.14,2.43,0.76,B,Z,Medium,South,Summer,2
6.08,3.4,2.96,1.37,1.03,1.37,2.94,1.37,B,Y,High,North,Summer,1
6.49,3.4,3.1,0.86,0.48,1.95,2.67,0.57,A,Y,Medium,South,Fall,1
4.36,4.28,4.58,0.58,1.19,1.04,2.93,0.52,D,Y,High,West,Fall,1
7.02,2.46,2.65,2.1,2.05,0.7,2.84,1.42,D,Z,Low,East,Winter,1
4.51,3.46,1.16,1.59,2.37,1.2,3.16,1.25,A,X,Low,West,Winter,0
7.3,3.29,5.41,0.68,1.64,1.31,2.93,1.27,C,Z,High,North,Spring,2
7.13,3.79,4.75,1.03,1.81,0.53,2.56,0.45,B,Y,Low,South,Winter,1
6.83,5.0,4.48,1.82,0.68,2.13,3.05,0.39,D,X,Low,South,Summer,1
4.14,4.31,5.45,0.31,0.93,1.22,2.35,0.23,B,X,High,West,Summer,1
5.21,3.19,5.05,0.53,0.57,1.66,1.73,0.51,A,Y,Medium,North,Winter,1
5.05,4.48,2.24,0.31,0.82,0.65,1.0,1.21,B,Y,Medium,South,Spring,0
5.44,2.51,3.11,2.46,0.75,0.85,2.68,0.51,C,X,High,East,Winter,1
4.35,2.09,1.76,2.28,1.61,2.28,2.77,1.15,A,Y,Low,East,Fall,1
7.75,2.61,1.78,2.28,1.73,1.72,3.92,0.53,C,Y,High,West,Winter,1
6.22,3.02,5.06,2.18,2.84,2.4,2.08,0.71,A,Y,Medium,North,Winter,2
5.22,3.53,6.15,2.04,0.67,2.5,2.18,1.48,D,Z,High,South,Fall,2
5.59,3.85,6.78,1.48,1.96,1.24,1.61,0.52,A,Z,Low,West,Spring,2
5.79,4.73,4.77,1.96,2.47,1.1,1.21,0.69,D,Y,Low,East,Spring,1
6.4,3.53,2.1,0.21,1.72,2.22,3.32,0.59,B,Z,High,South,Summer,0
6.06,3.5,1.63,1.9,0.84,2.5,1.75,0.34,B,X,Medium,North,Spring,1
7.68,2.15,5.88,2.36,0.86,1.76,2.83,0.84,D,X,High,West,Winter,2
5.99,2.1,4.47,1.55,0.21,2.09,3.06,0.69,D,X,Low,West,Summer,1
7.97,3.65,4.71,1.14,0.99,2.06,2.41,1.1,C,Y,High,East,Winter,2
7.41,3.31,5.69,0.9,2.26,1.21,3.63,1.26,A,Y,Low,West,Fall,2
4.83,4.52,5.22,1.96,0.24,1.65,2.33,0.91,B,Y,Low,East,Spring,1
7.72,2.48,6.01,2.11,0.74,2.17,1.85,0.24,B,X,Medium,North,Summer,2
4.47,2.07,1.34,2.63,2.15,1.88,3.69,1.0,B,X,High,North,Summer,2
7.27,3.35,5.49,1.09,2.37,0.54,3.58,0.27,B,Z,Medium,East,Summer,2
5.52,2.71,6.11,2.33,1.42,1.17,1.49,1.0,A,Z,Medium,South,Fall,2
7.51,2.15,2.72,1.73,2.12,0.79,1.08,1.09,C,Y,Medium,West,Spring,1
7.47,4.17,4.84,2.66,1.23,0.97,1.27,0.46,C,Y,Medium,East,Fall,2
7.22,2.33,2.88,1.63,0.56,2.31,1.86,1.27,A,Y,Medium,West,Summer,2
7.16,3.82,6.75,1.6,1.25,0.57,3.92,1.38,B,X,Medium,East,Winter,2
5.22,2.84,1.2,1.78,1.78,0.94,2.68,1.26,B,Y,Low,South,Winter,0
4.32,2.52,4.48,2.27,2.85,1.12,2.12,0.6,C,Y,High,South,Spring,2
5.61,3.14,2.0,2.9,0.3,1.73,3.67,0.96,A,Y,Medium,South,Spring,1
4.69,4.4,5.27,0.31,1.57,1.57,2.36,1.39,C,X,Low,West,Fall,0
6.78,3.18,2.06,0.25,1.05,0.94,1.95,0.62,A,Z,High,North,Winter,0
5.38,4.25,2.41,2.82,1.57,0.83,3.82,1.27,B,Z,Low,West,Summer,1
7.9,2.38,3.97,1.64,0.17,0.97,3.55,0.21,C,X,Low,West,Summer,1
6.56,4.32,6.49,1.88,1.01,1.51,3.53,0.2,C,Y,Medium,East,Spring,2
7.29,2.71,2.27,1.5,2.48,1.04,2.54,1.19,A,Z,High,South,Summer,2
4.53,4.03,1.87,0.37,1.71,2.4,3.37,1.19,B,X,High,North,Summer,0
7.45,3.7,5.55,2.33,1.41,1.43,1.54,1.23,D,Y,Medium,South,Summer,2
7.69,4.79,4.0,2.27,0.93,0.62,2.72,1.41,A,Y,High,North,Fall,2
5.95,3.16,6.47,1.0,0.96,1.96,3.95,0.35,D,Y,Low,South,Summer,1
6.43,2.2,1.88,0.99,1.21,1.16,1.87,0.5,C,Z,Medium,North,Spring,0
7.06,2.06,4.88,2.53,2.52,1.81,3.38,1.37,C,X,High,East,Summer,2
4.7,4.48,2.4,0.31,2.9,1.06,2.47,0.43,A,X,Low,South,Winter,0
6.01,3.57,1.94,2.66,1.37,1.64,1.12,1.09,A,X,Low,North,Summer,2
5.59,4.33,5.1,0.84,1.24,2.04,3.29,0.89,D,X,High,East,Winter,2
4.59,2.7,4.56,1.82,2.55,2.36,1.51,0.31,B,Y,Medium,West,Fall,1
5.47,3.04,5.53,2.81,1.34,1.02,2.89,0.57,A,Y,High,East,Summer,2
4.27,2.09,2.86,2.07,1.7,1.17,1.26,0.88,C,X,Low,South,Spring,0
4.1,4.88,3.69,1.3,0.77,1.43,3.84,1.31,A,Y,Medium,West,Fall,1
4.54,4.0,3.43,2.1,2.26,2.35,1.88,1.12,C,Y,Low,East,Fall,1
7.85,4.8,6.9,1.1,1.64,2.3,1.68,1.01,C,X,Medium,West,Fall,2
6.2,2.8,2.75,0.9,2.45,0.68,1.39,0.84,D,Y,Low,North,Winter,0
7.86,3.83,2.77,2.99,2.36,0.76,3.84,0.59,C,Y,High,West,Fall,2
5.73,4.04,3.13,2.28,0.72,1.49,3.14,0.36,A,Y,Low,South,Spring,1
5.25,2.95,4.39,1.97,2.18,0.71,3.22,0.73,B,X,Low,West,Winter,1
6.02,4.54,2.51,1.13,2.42,1.19,2.5,0.24,C,Y,Medium,South,Fall,0
5.76,4.84,6.49,0.24,1.1,0.8,2.42,0.47,B,Z,Low,West,Summer,1
4.42,4.65,2.59,0.19,0.6,1.77,1.33,0.76,D,Y,Low,West,Fall,0
6.56,4.22,6.37,1.71,0.11,2.4,2.68,0.74,C,X,Low,North,Fall,2
4.86,2.83,1.62,2.31,1.41,2.49,1.74,0.26,A,Y,Medium,West,Spring,0
6.48,2.84,4.94,1.66,1.12,1.25,3.93,0.97,D,X,Medium,North,Summer,2
6.6,4.89,6.44,2.54,1.71,1.7,3.39,0.91,A,Y,Low,North,Summer,2
4.61,2.03,2.01,0.2,0.65,2.21,2.24,0.3,A,X,Low,South,Summer,0
4.25,4.15,6.81,1.16,2.59,0.73,1.45,1.43,C,X,Medium,West,Spring,2
7.12,4.12,3.72,0.79,0.85,1.88,3.36,0.33,D,Y,Low,South,Spring,0
5.84,3.87,6.67,1.4,0.76,1.32,1.37,1.31,B,X,High,East,Spring,2
4.23,4.97,5.06,0.31,1.49,0.91,1.57,0.2,A,Y,Low,East,Summer,1
7.98,2.94,2.81,2.87,1.55,1.31,1.63,1.35,B,X,High,West,Winter,2
4.23,3.02,2.13,0.75,0.72,0.65,2.67,0.23,B,X,High,West,Spring,0
6.78,2.24,2.82,2.77,0.89,1.89,3.36,1.19,B,Z,Medium,North,Summer,2
7.93,3.33,1.56,1.34,0.59,1.01,1.94,0.67,A,Z,Medium,South,Summer,1
4.96,2.78,1.86,2.96,2.18,1.12,1.25,1.16,C,X,Medium,North,Winter,1
4.57,3.03,1.63,1.71,2.33,0.74,2.39,0.72,D,Y,Medium,East,Spring,0
4.49,4.5,3.54,2.8,1.44,2.23,3.24,0.29,B,X,Medium,North,Spring,2
5.21,4.81,5.77,0.12,2.17,1.49,1.66,1.2,A,Y,High,South,Spring,2
4.4,2.56,1.85,2.27,2.23,1.64,1.66,0.29,C,Y,Low,West,Winter,0
6.77,3.12,1.78,2.72,0.5,1.64,3.84,1.4,C,X,Medium,South,Fall,2
4.25,4.79,4.86,0.51,2.9,1.32,3.86,0.27,D,Y,Medium,East,Spring,1
6.04,2.19,2.18,0.38,2.48,0.89,3.97,0.82,A,X,Medium,South,Summer,1
7.99,2.28,1.59,1.33,0.69,1.99,3.42,1.14,A,X,Low,North,Spring,1
7.26,2.49,2.0,2.81,0.64,0.75,1.56,0.71,B,Z,Low,South,Spring,0
6.46,3.79,6.54,1.67,0.46,0.71,1.64,0.48,C,Y,High,South,Winter,2
5.23,2.45,5.93,1.63,0.5,1.92,2.02,1.19,B,Y,Low,West,Summer,2
6.5,4.9,3.12,0.51,2.27,0.92,1.95,1.22,B,Y,Low,South,Fall,1
6.11,3.34,4.93,0.1,1.46,1.11,3.87,1.4,A,Y,Medium,South,Summer,2
5.7,3.5,4.22,2.45,2.37,1.45,3.37,0.69,B,Y,Low,West,Fall,2
4.52,2.74,5.06,0.35,2.26,1.4,3.17,0.86,C,X,Medium,West,Summer,1
7.55,3.41,5.1,1.94,1.85,1.92,1.56,0.67,B,Y,Medium,West,Summer,2
5.8,3.99,4.77,2.75,2.09,1.75,3.73,0.53,C,Y,Medium,West,Fall,2
4.78,4.25,2.6,0.71,0.15,1.79,3.48,1.18,B,Y,Medium,West,Spring,0
5.47,4.26,1.23,2.03,1.0,1.93,1.49,0.64,B,Y,High,South,Fall,0
5.66,3.73,3.73,0.33,1.95,1.09,3.61,0.76,B,X,High,West,Winter,1
7.31,4.71,6.35,1.85,0.13,1.14,1.82,0.72,B,Y,High,East,Spring,2
6.93,4.45,4.42,0.58,0.2,1.38,1.24,1.13,A,X,High,South,Winter,2
7.08,4.27,5.99,2.23,2.57,1.11,2.97,1.39,C,Y,Medium,South,Spring,2
4.04,2.17,6.95,0.97,2.08,2.47,2.96,1.07,C,Y,Medium,North,Summer,2
5.66,2.02,1.98,1.44,0.87,2.13,1.28,0.81,B,Z,High,North,Fall,0
5.93,2.64,5.15,1.84,2.1,0.83,1.96,1.21,A,Y,Low,North,Fall,1
4.08,3.99,5.05,0.6,2.4,0.51,3.98,1.03,D,Z,High,North,Spring,1
